n,count_commentators,count_lines,text
1756,1,0,"<dl><dt><span class=""line"" id=""tln_1756-speech"">Duke.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1756"">Saw&rsquo;st thou him enter at the Abbey heere?</span></p></dd></dl>"
1757,0,0,"<dl><dt><span class=""line"" id=""tln_1757-speech"">Curt.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1757"">As sure (my Liege) as I do see your Grace.</span></p></dd></dl>"
1758,4,2,"<dl><dt><span class=""line"" id=""tln_1758-speech"">Duke.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1758"">Why this is straunge: Go call the Abbesse hi-&shy; </span><span class=""line"" id=""tln_1759"">ther. </span><span class=""line"" id=""tln_1760"">I thinke you are all mated, or starke mad.</span></p></dd></dl>"
1762,3,2,"<dl><dt><span class=""line"" id=""tln_1762-speech"">Fa.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1762"">Most mighty Duke, vouchsafe me speak a word: </span><span class=""line"" id=""tln_1763"">Haply I see a friend will saue my life, </span><span class=""line"" id=""tln_1764"">And pay the sum that may deliuer me.</span></p></dd></dl>"
1765,1,0,"<dl><dt><span class=""line"" id=""tln_1765-speech"">Duke.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1765"">Speake freely Siracusian what thou wilt.</span></p></dd></dl>"
1766,0,1,"<dl><dt><span class=""line"" id=""tln_1766-speech"">Fath.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1766"">Is not your name sir call&rsquo;d Antipholus? </span><span class=""line"" id=""tln_1767"">And is not that your bondman Dromio?</span></p></dd></dl>"
1768,1,2,"<dl><dt><span class=""line"" id=""tln_1768-speech"">E. Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1768"">Within this houre I was his bondman sir, </span><span class=""line"" id=""tln_1769"">But he I thanke him gnaw&rsquo;d in two my cords, </span><span class=""line"" id=""tln_1770"">Now am I Dromio, and his man, vnbound.</span></p></dd></dl>"
1771,1,0,"<dl><dt><span class=""line"" id=""tln_1771-speech"">Fath.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1771"">I am sure you both of you remember me.</span></p></dd></dl>"
1772,1,2,"<dl><dt><span class=""line"" id=""tln_1772-speech"">Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1772"">Our selues we do remember sir by you: </span><span class=""line"" id=""tln_1773"">For lately we were bound as you are now. </span><span class=""line"" id=""tln_1774"">You are not Pinches patient, are you sir?</span></p></dd></dl>"
1775,6,1,"<dl><dt><span class=""line"" id=""tln_1775-speech"">Father.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1775"">Why looke you strange on me? you know </span><span class=""line"" id=""tln_1776"">me well.</span></p></dd></dl>"
1777,0,0,"<dl><dt><span class=""line"" id=""tln_1777-speech"">E. Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1777"">I neuer saw you in my life till now.</span></p></dd></dl>"
1778,5,3,"<dl><dt><span class=""line"" id=""tln_1778-speech"">Fa.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1778"">Oh! griefe hath chang&rsquo;d me since you saw me last, </span><span class=""line"" id=""tln_1779"">And carefull houres with times deformed hand, </span><span class=""line"" id=""tln_1780"">Haue written strange defeatures in my face: </span><span class=""line"" id=""tln_1781"">But tell me yet, dost thou not know my voice?</span></p></dd></dl>"
1782,0,0,"<dl><dt><span class=""line"" id=""tln_1782-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1782"">Neither.</span></p></dd></dl>"
1783,0,0,"<dl><dt><span class=""line"" id=""tln_1783-speech"">Fat.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1783"">Dromio, nor thou?</span></p></dd></dl>"
1784,0,0,"<dl><dt><span class=""line"" id=""tln_1784-speech"">Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1784"">No trust me sir, nor I.</span></p></dd></dl>"
1785,0,0,"<dl><dt><span class=""line"" id=""tln_1785-speech"">Fa.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1785"">I am sure thou dost?</span></p></dd></dl>"
1786,2,1,"<dl><dt><span class=""line"" id=""tln_1786-speech"">E. Dromio.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1786"">I sir, but I am sure I do not, and whatso-&shy; </span><span class=""line"" id=""tln_1787"">euer a man denies, you are now bound to beleeue him.</span></p></dd></dl>"
1788,14,11,"<dl><dt><span class=""line"" id=""tln_1788-speech"">Fath.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1788"">Not know my voice, oh times extremity </span><span class=""line"" id=""tln_1789"">Hast thou so crack&rsquo;d and splitted my poore tongue </span><span class=""line"" id=""tln_1790"">In seuen short yeares, that heere my onely sonne </span><span class=""line"" id=""tln_1791"">Knowes not my feeble key of vntun&rsquo;d cares? </span><span class=""line"" id=""tln_1792"">Though now this grained face of mine be hid </span><span class=""line"" id=""tln_1793"">In sap-consuming Winters drizled snow, </span><span class=""line"" id=""tln_1794"">And all the Conduits of my blood froze vp: </span><span class=""line"" id=""tln_1795"">Yet hath my night of life some memorie: </span><span class=""line"" id=""tln_1796"">My wasting lampes some fading glimmer left; </span><span class=""line"" id=""tln_1797"">My dull deafe eares a little vse to heare: </span><span class=""line"" id=""tln_1798"">All these old witnesses, I cannot erre. </span><span class=""line"" id=""tln_1799"">Tell me, thou art my sonne Antipholus.</span></p></dd></dl>"
1800,0,0,"<dl><dt><span class=""line"" id=""tln_1800-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1800"">I neuer saw my Father in my life.</span></p></dd></dl>"
1801,7,2,"<dl><dt><span class=""line"" id=""tln_1801-speech"">Fa.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1801"">But seuen yeares since, in Siracusa boy </span><span class=""line"" id=""tln_1802"">Thou know&rsquo;st we parted, but perhaps my sonne, </span><span class=""line"" id=""tln_1803"">Thou sham&rsquo;st to acknowledge me in miserie.</span></p></dd></dl>"
1804,0,2,"<dl><dt><span class=""line"" id=""tln_1804-speech"">Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1804"">The Duke, and all that know me in the City, </span><span class=""line"" id=""tln_1805"">Can witnesse with me that it is not so. </span><span class=""line"" id=""tln_1806"">I ne&rsquo;re saw Siracusa in my life.</span></p></dd></dl>"
1807,10,3,"<dl><dt><span class=""line"" id=""tln_1807-speech"">Duke.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1807"">I tell thee Siracusian, twentie yeares </span><span class=""line"" id=""tln_1808"">Haue I bin Patron to Antipholus, </span><span class=""line"" id=""tln_1809"">During which time, he ne&rsquo;re saw Siracusa: </span><span class=""line"" id=""tln_1810"">I see thy age and dangers make thee dote.</span></p></dd></dl>"
1813,3,1,"<dl><dt><span class=""line"" id=""tln_1813-speech"">Abbesse.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1813"">Most mightie Duke, behold a man much </span><span class=""line"" id=""tln_1814"">wrong&rsquo;d.</span></p></dd></dl>"
1816,3,0,"<dl><dt><span class=""line"" id=""tln_1816-speech"">Adr.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1816"">I see two husbands, or mine eyes deceiue me.</span></p></dd></dl>"
1817,6,2,"<dl><dt><span class=""line"" id=""tln_1817-speech"">Duke.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1817"">One of these men is to the other: </span><span class=""line"" id=""tln_1818"">And so of these, which is the naturall man, </span><span class=""line"" id=""tln_1819"">And which the spirit? Who deciphers them?</span></p></dd></dl>"
1820,0,0,"<dl><dt><span class=""line"" id=""tln_1820-speech"">S. Dromio.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1820"">I Sir am Dromio, command him away.</span></p></dd></dl>"
1821,1,0,"<dl><dt><span class=""line"" id=""tln_1821-speech"">E. Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1821"">I Sir am Dromio, pray let me stay.</span></p></dd></dl>"
1822,0,0,"<dl><dt><span class=""line"" id=""tln_1822-speech"">S. Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1822"">Egeon art thou not? or else his ghost.</span></p></dd></dl>"
1823,0,1,"<dl><dt><span class=""line"" id=""tln_1823-speech"">S. Drom.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1823"">Oh my olde Master, who hath bound him </span><span class=""line"" id=""tln_1824"">heere?</span></p></dd></dl>"
1825,7,6,"<dl><dt><span class=""line"" id=""tln_1825-speech"">Abb.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1825"">Who euer bound him, I will lose his bonds, </span><span class=""line"" id=""tln_1826"">And gaine a husband by his libertie: </span><span class=""line"" id=""tln_1827"">Speake olde Egeon, if thou bee&rsquo;st the man </span><span class=""line"" id=""tln_1828"">That hadst a wife once call&rsquo;d &AElig;milia, </span><span class=""line"" id=""tln_1829"">That bore thee at a burthen two faire sonnes? </span><span class=""line"" id=""tln_1830"">Oh if thou bee&rsquo;st the same Egeon, speake: </span><span class=""line"" id=""tln_1831"">And speake vnto the same &AElig;milia.</span></p></dd></dl>"
1832,7,5,"<dl><dt><span class=""line"" id=""tln_1832-speech"">Duke.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1832"">Why heere begins his Morning storie right: </span><span class=""line"" id=""tln_1833"">These two Antipholus, these two so like, </span><span class=""line"" id=""tln_1834"">And these two Dromio&rsquo;s, one in semblance: </span><span class=""line"" id=""tln_1835"">Besides her vrging of her wracke at sea, </span><span class=""line"" id=""tln_1836"">These are the parents to these children, </span><span class=""line"" id=""tln_1837"">Which accidentally are met together.</span></p></dd></dl>"
1838,2,2,"<dl><dt><span class=""line"" id=""tln_1838-speech"">Fa.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1838"">If I dreame not, thou art &AElig;milia, </span><span class=""line"" id=""tln_1839"">If thou art she, tell me, where is that sonne </span><span class=""line"" id=""tln_1840"">That floated with thee on the fatall rafte.</span></p></dd></dl>"
1841,1,6,"<dl><dt><span class=""line"" id=""tln_1841-speech"">Abb.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1841"">By men of Epidamium, he, and I, </span><span class=""line"" id=""tln_1842"">And the twin Dromio, all were taken vp; </span><span class=""line"" id=""tln_1843"">But by and by, rude Fishermen of Corinth </span><span class=""line"" id=""tln_1844"">By force tooke Dromio, and my sonne from them, </span><span class=""line"" id=""tln_1845"">And me they left with those of Epidamium. </span><span class=""line"" id=""tln_1846"">What then became of them, I cannot tell: </span><span class=""line"" id=""tln_1847"">I, to this fortune that you see mee in.</span></p></dd></dl>"
1848,0,0,"<dl><dt><span class=""line"" id=""tln_1848-speech"">Duke.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1848"">Antipholus thou cam&rsquo;st from Corinth first.</span></p></dd></dl>"
1849,0,0,"<dl><dt><span class=""line"" id=""tln_1849-speech"">S. Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1849"">No sir, not I, I came from Siracuse.</span></p></dd></dl>"
1850,1,0,"<dl><dt><span class=""line"" id=""tln_1850-speech"">Duke.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1850"">Stay, stand apart, I know not which is which.</span></p></dd></dl>"
1851,2,0,"<dl><dt><span class=""line"" id=""tln_1851-speech"">E. Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1851"">I came from Corinth my most gracious Lord.</span></p></dd></dl>"
1852,0,0,"<dl><dt><span class=""line"" id=""tln_1852-speech"">E. Dro.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1852"">And I with him.</span></p></dd></dl>"
1853,1,2,"<dl><dt><span class=""line"" id=""tln_1853-speech"">E. Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1853"">Brought to this Town by that most famous </span><span class=""line"" id=""tln_1854"">Warriour, </span><span class=""line"" id=""tln_1855"">Duke Menaphon, your most renowned Vnckle.</span></p></dd></dl>"
1856,0,0,"<dl><dt><span class=""line"" id=""tln_1856-speech"">Adr.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1856"">Which of you two did dine with me to day?</span></p></dd></dl>"
1857,1,0,"<dl><dt><span class=""line"" id=""tln_1857-speech"">S. Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1857"">I, gentle Mistris.</span></p></dd></dl>"
1858,4,0,"<dl><dt><span class=""line"" id=""tln_1858-speech"">Adr.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1858"">And are not you my husband?</span></p></dd></dl>"
1859,1,0,"<dl><dt><span class=""line"" id=""tln_1859-speech"">E. Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1859"">No, I say nay to that.</span></p></dd></dl>"
1860,8,4,"<dl><dt><span class=""line"" id=""tln_1860-speech"">S. Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1860"">And so do I, yet did she call me so: </span><span class=""line"" id=""tln_1861"">And this faire Gentlewoman her sister heere </span><span class=""line"" id=""tln_1862"">Did call me brother. What I told you then, </span><span class=""line"" id=""tln_1863"">I hope I shall haue leisure to make good, </span><span class=""line"" id=""tln_1864"">If this be not a dreame I see and heare.</span></p></dd></dl>"
1865,6,1,"<dl><dt><span class=""line"" id=""tln_1865-speech"">Goldsmith.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1865"">That is the Chaine sir, which you had of </span><span class=""line"" id=""tln_1866"">mee.</span></p></dd></dl>"
1867,0,0,"<dl><dt><span class=""line"" id=""tln_1867-speech"">S. Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1867"">I thinke it be sir, I denie it not.</span></p></dd></dl>"
1868,4,0,"<dl><dt><span class=""line"" id=""tln_1868-speech"">E. Ant.</span></dt><dd><p class=""speech""><span class=""line"" id=""tln_1868"">And you sir for this Chaine arrested me.</span></p></dd></dl>"
